,c,year,top1_sfiinc,top10_sfiinc,top1_sdiinc,top10_sdiinc,unitlabel,source,method,data_quality,imputation,_ISO3N_,top10_shweal,top1_shweal,top01_shweal,top01_sfiinc,top01_sdiinc,Countrycode,Grosscapitalshare,Netcapitalshare,Top10incomeshare,Top1incomeshare,Top01incomeshare,gdppc,pop,b_crisis,c_crisis,left,right,margtax,GDPpercapita,union,Globalization,nordic,English,ContinentalEuropean,TaxRevenue,Population,HumanCapital,FinancialDevelopment,PublicSpending,Unemp,Unemployment,Taxrev,growth,GDPPCcur,GDPcons,GDPPCcons,system,execrlc,pr,rightwing,majoritarian,epl,uc,TopIncomeTaxRate,leftwing,independenceyear,currencycrises,inflationcrises,stockmarketcrash,domesticsovereigndebtcrisis,externalsovereigndebtcrisis,bankingcrises,yearlycrisistally,crisisB,system_dpi,execrlc_dpi,pluralty_dpi,pr_dpi,cgdppc,rgdpnapc,gini_disp,gini_disp_se,gini_mkt,gini_mkt_se,abs_red,abs_red_se,rel_red,rel_red_se,crisisLTEXT,crisisL,id,bankdeposits,smcap,totcap1,cgov,comp_sh,lab_sh1,lab_sh2,lab_sh3,lab_sh4
0,Australia,1910,,,,,,,,,,36,,,,,,,,,,,,,,,,,,0.05,5209.8286,,,0.0,1.0,0.0,,4375.0,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,8117.0,9465.0,,,,,,,,,,,,0.3442792,,,0.0227667,,,,,
1,Australia,1911,,,,,,,,,,36,,,,,,AUS,45.13217778088468,43.43561518610131,,,,5103.777777777778,4500.0,0.0,0.0,1.0,0.0,0.05,5103.7778,,,0.0,1.0,0.0,,4500.0,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,8066.0,9273.0,,,,,,,,,,,,,,,,,,,,
231,Denmark,1921,0.1278,0.4007,,,,"Atkinson, Anthony B. and Søgaard, Jakob E. (2012). The long-run history of income inequality in Denmark. Top Incomes from 1870 to 2010. Mimeo.;","Adults are: until 1969, individuals aged 15+; from 1970, tax returns (individuals aged 15+ plus those individuals below 15 years old who also file a tax return). Excludes capital gains. The series are presented in two distinct columns, following the change in the definition of the tax unit between 1968 and 1970. Tax units are: individuals aged 15+ minus married females until 1968; from 1970, tax returns (individuals aged 15+ plus those individuals below 15 years old who also file a tax return). Excludes capital gains.",,,208,,,,0.0445,,DNK,24.78982501356852,16.863527836629576,40.07,12.78,4.45,3826.054794520548,3285.0,1.0,1.0,0.0,1.0,0.190037380263289,3826.0548,,,1.0,0.0,0.0,,3285.0,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,,,,,5149.0,6875.0,,,,,,,,,,,,,,,,,,,,
232,Denmark,1922,0.1275,0.3995,,,,"Atkinson, Anthony B. and Søgaard, Jakob E. (2012). The long-run history of income inequality in Denmark. Top Incomes from 1870 to 2010. Mimeo.;","Adults are: until 1969, individuals aged 15+; from 1970, tax returns (individuals aged 15+ plus those individuals below 15 years old who also file a tax return). Excludes capital gains. The series are presented in two distinct columns, following the change in the definition of the tax unit between 1968 and 1970. Tax units are: individuals aged 15+ minus married females until 1968; from 1970, tax returns (individuals aged 15+ plus those individuals below 15 years old who also file a tax return). Excludes capital gains.",,,208,,,,0.0411,,DNK,30.951131006766573,22.88551679722865,39.95,12.75,4.11,4166.351595424444,3322.0,0.0,,0.0,1.0,0.190037380263289,4166.3516,,,1.0,0.0,0.0,,3322.0,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,5566.0,7486.0,,,,,,,,,,,,0.4505971,,,0.0938372,,,,,
233,Denmark,1923,0.1386,0.4097,,,,"Atkinson, Anthony B. and Søgaard, Jakob E. (2012). The long-run history of income inequality in Denmark. Top Incomes from 1870 to 2010. Mimeo.;","Adults are: until 1969, individuals aged 15+; from 1970, tax returns (individuals aged 15+ plus those individuals below 15 years old who also file a tax return). Excludes capital gains. The series are presented in two distinct columns, following the change in the definition of the tax unit between 1968 and 1970. Tax units are: individuals aged 15+ minus married females until 1968; from 1970, tax returns (individuals aged 15+ plus those individuals below 15 years old who also file a tax return). Excludes capital gains.",,,208,,,,0.0481,,DNK,36.40210178921697,28.694073977590623,40.97,13.86,4.81,4558.811084624553,3356.0,0.0,0.0,0.0,1.0,0.209127478546569,4558.8111,,,1.0,0.0,0.0,,3356.0,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,6045.0,8191.0,,,,,,,,,,,,,,,,,,,,
234,Denmark,1924,0.1378,0.4077,,,,"Atkinson, Anthony B. and Søgaard, Jakob E. (2012). The long-run history of income inequality in Denmark. Top Incomes from 1870 to 2010. Mimeo.;","Adults are: until 1969, individuals aged 15+; from 1970, tax returns (individuals aged 15+ plus those individuals below 15 years old who also file a tax return). Excludes capital gains. The series are presented in two distinct columns, following the change in the definition of the tax unit between 1968 and 1970. Tax units are: individuals aged 15+ minus married females until 1968; from 1970, tax returns (individuals aged 15+ plus those individuals below 15 years old who also file a tax return). Excludes capital gains.",,,208,,,,0.0484,,DNK,35.878824424540056,28.19519319088548,40.77,13.78,4.84,4528.194157568604,3389.0,0.0,0.0,1.0,0.0,0.209127478546569,4528.1942,,,1.0,0.0,0.0,,3389.0,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,5960.0,8136.0,,,,,,,,,,,,,,,,,,,,
235,Denmark,1925,0.1254,0.3931,,,,"Atkinson, Anthony B. and Søgaard, Jakob E. (2012). The long-run history of income inequality in Denmark. Top Incomes from 1870 to 2010. Mimeo.;","Adults are: until 1969, individuals aged 15+; from 1970, tax returns (individuals aged 15+ plus those individuals below 15 years old who also file a tax return). Excludes capital gains. The series are presented in two distinct columns, following the change in the definition of the tax unit between 1968 and 1970. Tax units are: individuals aged 15+ minus married females until 1968; from 1970, tax returns (individuals aged 15+ plus those individuals below 15 years old who also file a tax return). Excludes capital gains.",,,208,,,,0.041,,DNK,30.31230944232251,22.242679914617884,39.31,12.54,4.1,4378.379562043796,3425.0,0.0,0.0,1.0,0.0,0.209127478546569,4378.3796,,,1.0,0.0,0.0,,3425.0,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,5720.0,7867.0,,,,,,,,,,,,0.349807,,,0.0688956,,,,,
236,Denmark,1926,0.121,0.3869,,,,"Atkinson, Anthony B. and Søgaard, Jakob E. (2012). The long-run history of income inequality in Denmark. Top Incomes from 1870 to 2010. Mimeo.;","Adults are: until 1969, individuals aged 15+; from 1970, tax returns (individuals aged 15+ plus those individuals below 15 years old who also file a tax return). Excludes capital gains. The series are presented in two distinct columns, following the change in the definition of the tax unit between 1968 and 1970. Tax units are: individuals aged 15+ minus married females until 1968; from 1970, tax returns (individuals aged 15+ plus those individuals below 15 years old who also file a tax return). Excludes capital gains.",,,208,,,,0.0379,,DNK,30.567034232792377,22.516420139140752,38.69,12.1,3.79,4597.6825028968715,3452.0,0.0,0.0,1.0,0.0,0.174132219069482,4597.6825,,,1.0,0.0,0.0,,3452.0,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,5961.0,8261.0,,,,,,,,,,,,,,,,,,,,
237,Denmark,1927,0.1296,0.3969,,,,"Atkinson, Anthony B. and Søgaard, Jakob E. (2012). The long-run history of income inequality in Denmark. Top Incomes from 1870 to 2010. Mimeo.;","Adults are: until 1969, individuals aged 15+; from 1970, tax returns (individuals aged 15+ plus those individuals below 15 years old who also file a tax return). Excludes capital gains. The series are presented in two distinct columns, following the change in the definition of the tax unit between 1968 and 1970. Tax units are: individuals aged 15+ minus married females until 1968; from 1970, tax returns (individuals aged 15+ plus those individuals below 15 years old who also file a tax return). Excludes capital gains.",,,208,,,,0.0427,,DNK,31.00432550758049,22.797831931018163,39.69,12.96,4.27,4657.925179856115,3475.0,0.0,0.0,0.0,1.0,0.174132219069482,4657.9252,,,1.0,0.0,0.0,,3475.0,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,5994.0,8369.0,,,,,,,,,,,,,,,,,,,,
238,Denmark,1928,0.1325,0.401,,,,"Atkinson, Anthony B. and Søgaard, Jakob E. (2012). The long-run history of income inequality in Denmark. Top Incomes from 1870 to 2010. Mimeo.;","Adults are: until 1969, individuals aged 15+; from 1970, tax returns (individuals aged 15+ plus those individuals below 15 years old who also file a tax return). Excludes capital gains. The series are presented in two distinct columns, following the change in the definition of the tax unit between 1968 and 1970. Tax units are: individuals aged 15+ minus married females until 1968; from 1970, tax returns (individuals aged 15+ plus those individuals below 15 years old who also file a tax return). Excludes capital gains.",,,208,,,,0.0438,,DNK,31.951153727163902,23.769932096903126,40.1,13.25,4.38,4785.467543608807,3497.0,0.0,0.0,0.0,1.0,0.174681800367525,4785.4675,,,1.0,0.0,0.0,,3497.0,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,6111.0,8599.0,,,,,,,,,,,,,,,,,,,,
239,Denmark,1929,0.1329,0.4025,,,,"Atkinson, Anthony B. and Søgaard, Jakob E. (2012). The long-run history of income inequality in Denmark. Top Incomes from 1870 to 2010. Mimeo.;","Adults are: until 1969, individuals aged 15+; from 1970, tax returns (individuals aged 15+ plus those individuals below 15 years old who also file a tax return). Excludes capital gains. The series are presented in two distinct columns, following the change in the definition of the tax unit between 1968 and 1970. Tax units are: individuals aged 15+ minus married females until 1968; from 1970, tax returns (individuals aged 15+ plus those individuals below 15 years old who also file a tax return). Excludes capital gains.",,,208,,,,0.0436,,DNK,35.19243011533344,27.286828103937907,40.25,13.29,4.36,5075.355315520182,3518.0,0.0,0.0,1.0,0.0,0.174788943270106,5075.3553,,,1.0,0.0,0.0,,3518.0,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,6431.0,9119.0,,,,,,,,,,,,0.389812,0.17,0.6068307,0.0565983,,,,,
240,Denmark,1930,0.1328,0.4001,,,,"Atkinson, Anthony B. and Søgaard, Jakob E. (2012). The long-run history of income inequality in Denmark. Top Incomes from 1870 to 2010. Mimeo.;","Adults are: until 1969, individuals aged 15+; from 1970, tax returns (individuals aged 15+ plus those individuals below 15 years old who also file a tax return). Excludes capital gains. The series are presented in two distinct columns, following the change in the definition of the tax unit between 1968 and 1970. Tax units are: individuals aged 15+ minus married females until 1968; from 1970, tax returns (individuals aged 15+ plus those individuals below 15 years old who also file a tax return). Excludes capital gains.",,,208,,,,0.0432,,DNK,33.4155598987566,25.680282242748312,40.01,13.28,4.32,5340.7876905703,3542.0,0.0,0.0,1.0,0.0,0.226782168920577,5340.7877,,,1.0,0.0,0.0,,3542.0,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,6789.0,9596.0,,,,,,,,,,,,,0.17888889,,,,,,,
241,Denmark,1931,0.1344,0.4048,,,,"Atkinson, Anthony B. and Søgaard, Jakob E. (2012). The long-run history of income inequality in Denmark. Top Incomes from 1870 to 2010. Mimeo.;","Adults are: until 1969, individuals aged 15+; from 1970, tax returns (individuals aged 15+ plus those individuals below 15 years old who also file a tax return). Excludes capital gains. The series are presented in two distinct columns, following the change in the definition of the tax unit between 1968 and 1970. Tax units are: individuals aged 15+ minus married females until 1968; from 1970, tax returns (individuals aged 15+ plus those individuals below 15 years old who also file a tax return). Excludes capital gains.",,,208,,,,0.0436,,DNK,30.004383951503605,21.91719148431813,40.48,13.44,4.36,5359.2406836648925,3569.0,1.0,1.0,1.0,0.0,0.259954432276919,5359.2407,,,1.0,0.0,0.0,,3569.0,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,6833.0,9630.0,,,,,,,,,,,,,0.18777778,,,,,,,
242,Denmark,1932,0.1353,0.412,,,,"Atkinson, Anthony B. and Søgaard, Jakob E. (2012). The long-run history of income inequality in Denmark. Top Incomes from 1870 to 2010. Mimeo.;","Adults are: until 1969, individuals aged 15+; from 1970, tax returns (individuals aged 15+ plus those individuals below 15 years old who also file a tax return). Excludes capital gains. The series are presented in two distinct columns, following the change in the definition of the tax unit between 1968 and 1970. Tax units are: individuals aged 15+ minus married females until 1968; from 1970, tax returns (individuals aged 15+ plus those individuals below 15 years old who also file a tax return). Excludes capital gains.",,,208,,,,0.044,,DNK,29.388915494857383,21.446130855497085,41.2,13.53,4.4,5169.39217318901,3603.0,0.0,,1.0,0.0,0.258663459593608,5169.3922,,,1.0,0.0,0.0,,3603.0,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,6612.0,9288.0,,,,,,,,,,,,0.4471056,0.19666667,0.6977017,0.0662305,,,,,
243,Denmark,1933,0.1386,0.409,,,,"Atkinson, Anthony B. and Søgaard, Jakob E. (2012). The long-run history of income inequality in Denmark. Top Incomes from 1870 to 2010. Mimeo.;","Adults are: until 1969, individuals aged 15+; from 1970, tax returns (individuals aged 15+ plus those individuals below 15 years old who also file a tax return). Excludes capital gains. The series are presented in two distinct columns, following the change in the definition of the tax unit between 1968 and 1970. Tax units are: individuals aged 15+ minus married females until 1968; from 1970, tax returns (individuals aged 15+ plus those individuals below 15 years old who also file a tax return). Excludes capital gains.",,,208,,,,0.0471,,DNK,33.50738436941075,25.484181511277566,40.9,13.86,4.71,5290.528488852189,3633.0,0.0,0.0,1.0,0.0,0.203473318495191,5290.5285,,,1.0,0.0,0.0,,3633.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,6788.0,9506.0,,,,,,,,,,,,,0.20555556,,,,,,,
244,Denmark,1934,0.1436,0.4092,,,,"Atkinson, Anthony B. and Søgaard, Jakob E. (2012). The long-run history of income inequality in Denmark. Top Incomes from 1870 to 2010. Mimeo.;","Adults are: until 1969, individuals aged 15+; from 1970, tax returns (individuals aged 15+ plus those individuals below 15 years old who also file a tax return). Excludes capital gains. The series are presented in two distinct columns, following the change in the definition of the tax unit between 1968 and 1970. Tax units are: individuals aged 15+ minus married females until 1968; from 1970, tax returns (individuals aged 15+ plus those individuals below 15 years old who also file a tax return). Excludes capital gains.",,,208,,,,0.0493,,DNK,34.88223176603112,26.957478599192378,40.92,14.36,4.93,5402.07037643208,3666.0,0.0,0.0,1.0,0.0,0.202783421913193,5402.0704,,,1.0,0.0,0.0,,3666.0,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,6952.0,9706.0,,,,,,,,,,,,,0.21444445,,,,,,,
245,Denmark,1935,0.142,0.4024,,,,"Atkinson, Anthony B. and Søgaard, Jakob E. (2012). The long-run history of income inequality in Denmark. Top Incomes from 1870 to 2010. Mimeo.;","Adults are: until 1969, individuals aged 15+; from 1970, tax returns (individuals aged 15+ plus those individuals below 15 years old who also file a tax return). Excludes capital gains. The series are presented in two distinct columns, following the change in the definition of the tax unit between 1968 and 1970. Tax units are: individuals aged 15+ minus married females until 1968; from 1970, tax returns (individuals aged 15+ plus those individuals below 15 years old who also file a tax return). Excludes capital gains.",,,208,,,,0.0499,,DNK,35.407724511126695,27.544855142272617,40.24,14.2,4.99,5479.6887686062255,3695.0,0.0,0.0,1.0,0.0,0.240581978744722,5479.6888,,,1.0,0.0,0.0,,3695.0,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,7074.0,9846.0,,,,,,,,,,,,0.3669469,0.22333333,0.634541,0.0626316,,,,,
246,Denmark,1936,0.1443,0.4031,,,,"Atkinson, Anthony B. and Søgaard, Jakob E. (2012). The long-run history of income inequality in Denmark. Top Incomes from 1870 to 2010. Mimeo.;","Adults are: until 1969, individuals aged 15+; from 1970, tax returns (individuals aged 15+ plus those individuals below 15 years old who also file a tax return). Excludes capital gains. The series are presented in two distinct columns, following the change in the definition of the tax unit between 1968 and 1970. Tax units are: individuals aged 15+ minus married females until 1968; from 1970, tax returns (individuals aged 15+ plus those individuals below 15 years old who also file a tax return). Excludes capital gains.",,,208,,,,0.0507,,DNK,36.371244275629785,28.53934191271151,40.31,14.43,5.07,5574.7608812466415,3722.0,0.0,0.0,1.0,0.0,0.300153534543745,5574.7609,,,1.0,0.0,0.0,,3722.0,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,7219.0,10017.0,,,,,,,,,,,,,0.23222222,,,,,,,
247,Denmark,1937,0.1431,0.4011,,,,"Atkinson, Anthony B. and Søgaard, Jakob E. (2012). The long-run history of income inequality in Denmark. Top Incomes from 1870 to 2010. Mimeo.;","Adults are: until 1969, individuals aged 15+; from 1970, tax returns (individuals aged 15+ plus those individuals below 15 years old who also file a tax return). Excludes capital gains. The series are presented in two distinct columns, following the change in the definition of the tax unit between 1968 and 1970. Tax units are: individuals aged 15+ minus married females until 1968; from 1970, tax returns (individuals aged 15+ plus those individuals below 15 years old who also file a tax return). Excludes capital gains.",,,208,,,,0.0498,,DNK,37.51576358236749,29.548915735990064,40.11,14.31,4.98,5668.463590290744,3749.0,0.0,0.0,1.0,0.0,0.290657182986478,5668.4636,,,1.0,0.0,0.0,,3749.0,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,7363.0,10185.0,,,,,,,,,,,,,0.24111111,,,,,,,
248,Denmark,1938,0.1333,0.3913,,,,"Atkinson, Anthony B. and Søgaard, Jakob E. (2012). The long-run history of income inequality in Denmark. Top Incomes from 1870 to 2010. Mimeo.;","Adults are: until 1969, individuals aged 15+; from 1970, tax returns (individuals aged 15+ plus those individuals below 15 years old who also file a tax return). Excludes capital gains. The series are presented in two distinct columns, following the change in the definition of the tax unit between 1968 and 1970. Tax units are: individuals aged 15+ minus married females until 1968; from 1970, tax returns (individuals aged 15+ plus those individuals below 15 years old who also file a tax return). Excludes capital gains.",,,208,,,,0.0447,,DNK,36.82958311245187,29.09254839692859,39.13,13.33,4.47,5762.390786338363,3777.0,0.0,0.0,1.0,0.0,0.333191608173865,5762.3908,,,1.0,0.0,0.0,,3777.0,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,7507.0,10354.0,,,,,,,,,,,,0.3335061,0.25,0.6237333,0.067249,,,,,
249,Denmark,1939,0.1346,0.3897,,,,"Atkinson, Anthony B. and Søgaard, Jakob E. (2012). The long-run history of income inequality in Denmark. Top Incomes from 1870 to 2010. Mimeo.;","Adults are: until 1969, individuals aged 15+; from 1970, tax returns (individuals aged 15+ plus those individuals below 15 years old who also file a tax return). Excludes capital gains. The series are presented in two distinct columns, following the change in the definition of the tax unit between 1968 and 1970. Tax units are: individuals aged 15+ minus married females until 1968; from 1970, tax returns (individuals aged 15+ plus those individuals below 15 years old who also file a tax return). Excludes capital gains.",,,208,,,,0.0457,,DNK,36.16430806230576,28.49862740742119,38.97,13.46,4.57,5992.951379763469,3805.0,0.0,0.0,1.0,0.0,0.35311940298424,5992.9514,,,1.0,0.0,0.0,,3805.0,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,7832.0,10768.0,,,,,,,,,,,,,,,,,,,,
250,Denmark,1940,0.1382,0.3899,,,,"Atkinson, Anthony B. and Søgaard, Jakob E. (2012). The long-run history of income inequality in Denmark. Top Incomes from 1870 to 2010. Mimeo.;","Adults are: until 1969, individuals aged 15+; from 1970, tax returns (individuals aged 15+ plus those individuals below 15 years old who also file a tax return). Excludes capital gains. The series are presented in two distinct columns, following the change in the definition of the tax unit between 1968 and 1970. Tax units are: individuals aged 15+ minus married females until 1968; from 1970, tax returns (individuals aged 15+ plus those individuals below 15 years old who also file a tax return). Excludes capital gains.",,,208,,,,0.0491,,DNK,34.95521241817707,26.27535840460713,38.99,13.82,4.91,5116.283924843423,3832.0,0.0,0.0,1.0,0.0,0.353779439251512,5116.2839,,,1.0,0.0,0.0,,3832.0,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,,,,,6706.0,9193.0,,,,,,,,,,,,,,,,,,,,
251,Denmark,1941,0.1368,0.3903,,,,"Atkinson, Anthony B. and Søgaard, Jakob E. (2012). The long-run history of income inequality in Denmark. Top Incomes from 1870 to 2010. Mimeo.;","Adults are: until 1969, individuals aged 15+; from 1970, tax returns (individuals aged 15+ plus those individuals below 15 years old who also file a tax return). Excludes capital gains. The series are presented in two distinct columns, following the change in the definition of the tax unit between 1968 and 1970. Tax units are: individuals aged 15+ minus married females until 1968; from 1970, tax returns (individuals aged 15+ plus those individuals below 15 years old who also file a tax return). Excludes capital gains.",,,208,,,,0.0465,,DNK,36.47762251478262,27.128833189032996,39.03,13.68,4.65,4573.7457934248,3863.0,0.0,0.0,1.0,0.0,0.352905380333083,4573.7458,,,1.0,0.0,0.0,,3863.0,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,6013.0,8218.0,,,,,,,,,,,,,,,,,,,,
252,Denmark,1942,0.134,0.3839,,,,"Atkinson, Anthony B. and Søgaard, Jakob E. (2012). The long-run history of income inequality in Denmark. Top Incomes from 1870 to 2010. Mimeo.;","Adults are: until 1969, individuals aged 15+; from 1970, tax returns (individuals aged 15+ plus those individuals below 15 years old who also file a tax return). Excludes capital gains. The series are presented in two distinct columns, following the change in the definition of the tax unit between 1968 and 1970. Tax units are: individuals aged 15+ minus married females until 1968; from 1970, tax returns (individuals aged 15+ plus those individuals below 15 years old who also file a tax return). Excludes capital gains.",,,208,,,,0.0437,,DNK,37.43167770255219,28.309688686730794,38.39,13.4,4.37,4628.531898539584,3903.0,0.0,0.0,1.0,0.0,0.352905380333083,4628.5319,,,1.0,0.0,0.0,,3903.0,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,6104.0,8317.0,,,,,,,,,,,,,,,,,,,,
253,Denmark,1943,0.1206,0.3689,,,,"Atkinson, Anthony B. and Søgaard, Jakob E. (2012). The long-run history of income inequality in Denmark. Top Incomes from 1870 to 2010. Mimeo.;","Adults are: until 1969, individuals aged 15+; from 1970, tax returns (individuals aged 15+ plus those individuals below 15 years old who also file a tax return). Excludes capital gains. The series are presented in two distinct columns, following the change in the definition of the tax unit between 1968 and 1970. Tax units are: individuals aged 15+ minus married females until 1968; from 1970, tax returns (individuals aged 15+ plus those individuals below 15 years old who also file a tax return). Excludes capital gains.",,,208,,,,0.0369,,DNK,38.40743709039466,30.044029843316554,36.89,12.06,3.69,5079.951886553558,3949.0,0.0,0.0,0.0,0.0,0.353340782122059,5079.9519,,,1.0,0.0,0.0,,3949.0,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,6719.0,9128.0,,,,,,,,,,,,,,,,,,,,
254,Denmark,1944,0.1116,0.3605,,,,"Atkinson, Anthony B. and Søgaard, Jakob E. (2012). The long-run history of income inequality in Denmark. Top Incomes from 1870 to 2010. Mimeo.;","Adults are: until 1969, individuals aged 15+; from 1970, tax returns (individuals aged 15+ plus those individuals below 15 years old who also file a tax return). Excludes capital gains. The series are presented in two distinct columns, following the change in the definition of the tax unit between 1968 and 1970. Tax units are: individuals aged 15+ minus married females until 1968; from 1970, tax returns (individuals aged 15+ plus those individuals below 15 years old who also file a tax return). Excludes capital gains.",,,208,,,,0.033,,DNK,38.066080391745466,30.271728732335895,36.05,11.16,3.3,5543.104052026013,3998.0,0.0,0.0,0.0,0.0,0.352684014869032,5543.1041,,,1.0,0.0,0.0,,3998.0,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,7354.0,9960.0,,,,,,,,,,,,,,,,,,,,
255,Denmark,1945,0.1137,0.3628,,,,"Atkinson, Anthony B. and Søgaard, Jakob E. (2012). The long-run history of income inequality in Denmark. Top Incomes from 1870 to 2010. Mimeo.;","Adults are: until 1969, individuals aged 15+; from 1970, tax returns (individuals aged 15+ plus those individuals below 15 years old who also file a tax return). Excludes capital gains. The series are presented in two distinct columns, following the change in the definition of the tax unit between 1968 and 1970. Tax units are: individuals aged 15+ minus married females until 1968; from 1970, tax returns (individuals aged 15+ plus those individuals below 15 years old who also file a tax return). Excludes capital gains.",,,208,,,,0.0338,,DNK,33.75679715226263,25.323632147678634,36.28,11.37,3.38,5066.135970333746,4045.0,0.0,0.0,1.0,0.0,0.379054054049414,5066.136,,,1.0,0.0,0.0,,4045.0,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,6741.0,9103.0,,,,,,,,,,,,0.4426741,,,0.0907052,,,,,
256,Denmark,1946,0.106,0.3409,,,,"Atkinson, Anthony B. and Søgaard, Jakob E. (2012). The long-run history of income inequality in Denmark. Top Incomes from 1870 to 2010. Mimeo.;","Adults are: until 1969, individuals aged 15+; from 1970, tax returns (individuals aged 15+ plus those individuals below 15 years old who also file a tax return). Excludes capital gains. The series are presented in two distinct columns, following the change in the definition of the tax unit between 1968 and 1970. Tax units are: individuals aged 15+ minus married females until 1968; from 1970, tax returns (individuals aged 15+ plus those individuals below 15 years old who also file a tax return). Excludes capital gains.",,,208,,,,0.0335,,DNK,28.58335592909051,20.90447778028289,34.09,10.6,3.35,5776.664228237015,4101.0,0.0,0.0,0.0,1.0,0.378917647053993,5776.6642,,,1.0,0.0,0.0,,4101.0,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,7709.0,10380.0,,,,,,,,,,,,,,,,,,,,
257,Denmark,1947,0.1066,0.3405,,,,"Atkinson, Anthony B. and Søgaard, Jakob E. (2012). The long-run history of income inequality in Denmark. Top Incomes from 1870 to 2010. Mimeo.;","Adults are: until 1969, individuals aged 15+; from 1970, tax returns (individuals aged 15+ plus those individuals below 15 years old who also file a tax return). Excludes capital gains. The series are presented in two distinct columns, following the change in the definition of the tax unit between 1968 and 1970. Tax units are: individuals aged 15+ minus married females until 1968; from 1970, tax returns (individuals aged 15+ plus those individuals below 15 years old who also file a tax return). Excludes capital gains.",,,208,,,,0.0345,,DNK,29.562019100478103,22.179836940690045,34.05,10.66,3.45,6034.848046309696,4146.0,0.0,0.0,0.0,1.0,0.39543403966828,6034.848,,,1.0,0.0,0.0,,4146.0,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,8078.0,10843.0,,,,,,,,,,,,,,,,,,,,
